# THE REVIEW LEDGER (2026-09-21; COMPLETED.md s546). Read by Assets/Editor/ReviewLedgerCheck.cs (the cheap bar) and by Tools/bar_tier.ps1.
# A money path gets its adversarial review (s524's rule); c544620 (s539) touched one, the tier tool said REQUIRED, no review ran and a defect shipped.
# Since s546 the bar fails where a money path's STATE, a COMMIT's blob since the guard, or the BASELINE's digest has no row here.
#
# Columns, tab-separated: kind, key, sha256, status, date, record, evidence, note
#   kind      file | baseline
#   key       the file's path, or the sentinel's seed
#   sha256    a file's state: SHA-256 of its bytes with every carriage return removed (working tree and blob are one state); a baseline: the sentinel's digest
#   status    reviewed       - an adversarial review ran on the CHANGE that left this state; evidence is the reviewer's report under Reviews/, and it names the file (or the digest).
#                              Nothing here claims a file was audited WHOLE: a row says the last change to it was read by an independent reader, which is what s524's rule asks
#             grandfathered  - the state the guard FOUND on 2026-09-21 and did not review; files only; the count is a ratchet (GrandfatheredCeiling) and only falls:
#                              when such a file is edited, its new state needs a reviewed row, this row is removed and the ceiling lowered
#   There is no waiver row. Reviewed rows are history and stay (the history pass looks up every commit since the guard). Add rows with Tools/review_row.ps1.
#
file	Assets/Scripts/Simulation/EnergyMarket.cs	3f73c6acc3a3d34e9e23fb4995f9fe915cb6748c37c50c766c32804acb67acd3	reviewed	2026-09-21	s544	Reviews/2026-09-21_s544_f2d_ministry_and_fleet.md	the state e44f41a left; two readers, the change and the rework
file	Assets/Scripts/Simulation/EnergyFleet.cs	8b1e95af4c2a75050fb740f872aa06505886592f0c822bc96065b15935bc7827	reviewed	2026-09-21	s544	Reviews/2026-09-21_s544_f2d_ministry_and_fleet.md	the state e44f41a left; re-founded on the country by that review
file	Assets/Scripts/Simulation/AiEnergyMinistry.cs	ad15ce0ac62edb18a4a15c4823405acb0cbee51ff89ead99048977c4d884959b	reviewed	2026-09-21	s544	Reviews/2026-09-21_s544_f2d_ministry_and_fleet.md	the state e44f41a left; built and held
file	Assets/Scripts/Simulation/EnergyLedger.cs	7c35e1ec002d7d0ac82be1a5d515d5c1a5cb46b4baf03609aa4e81d77517665c	reviewed	2026-09-21	s544	Reviews/2026-09-21_s544_f2d_ministry_and_fleet.md	history: the blob e44f41a left, superseded by P-A
file	Assets/Scripts/Simulation/EnergyLedger.cs	89d2cde964420e222190a1cfcaa484143bf2384a288940d14e97b40ff8e13e30	reviewed	2026-09-21	s545	Reviews/2026-09-21_s545_ft10_pa.md	FT-10 P-A; two readers; comments alone changed after the second, said in the evidence header
baseline	777	57f1e5cc73f1721c6b69290ad20702ed3dab7f8677777907812687da739fb28d	reviewed	2026-09-21	s545	Reviews/2026-09-21_s545_ft10_pa.md	traj_p6pa
baseline	424242	cd39dfbe1c8927937db2a0fe9cf58f6b35331310039b2c66d53c4f0bc7915014	reviewed	2026-09-21	s545	Reviews/2026-09-21_s545_ft10_pa.md	traj_p6pa
file	Assets/Scripts/Data/CarbonRateStatute.cs	82018dbcf43ff683a194a5e261214e8ed220cb2617a90662ee6a7f55eda3ee5d	grandfathered	2026-09-21	-	-	as the guard found it on 2026-09-21 (HEAD e0f5064)
file	Assets/Scripts/Data/DebtAttribution.cs	aec4c070ec7b8f20c0580f84efaddbf2dacf09b339b26e61929bf7d14775d901	grandfathered	2026-09-21	-	-	as the guard found it on 2026-09-21 (HEAD e0f5064)
file	Assets/Scripts/Data/EconomyState.cs	f99a3c9d69b753c6f6df9d6848a716dfb5ccfbaf4e7558c5c80b45f743d6a063	grandfathered	2026-09-21	-	-	as the guard found it on 2026-09-21 (HEAD e0f5064)
